task_id	hash	process	tag	status	exit	start	container	cpus	time	disk	memory	duration	realtime	queue	%cpu	%mem	rss	vmem	rchar	wchar
234	59/d1fd0b	SNP_ASSESSMENT	SPAdes	COMPLETED	0	2021-10-23 14:59:32.854	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	14.9s	8.6s	-	78.7%	0.1%	102.5 MB	383.2 MB	101.2 MB	104.7 KB
231	a0/b3f526	GAP_ASSESSMENT	SPAdes	COMPLETED	0	2021-10-23 14:59:32.845	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.9s	19.6s	-	94.0%	0.3%	381.7 MB	663 MB	101.2 MB	82.2 KB
232	ba/e6ed31	ASSEMBLY_STATS_MAPPING	SPAdes	COMPLETED	0	2021-10-23 14:59:32.857	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	49.8s	46.1s	-	99.5%	0.4%	515.4 MB	796.6 MB	120.8 MB	736.3 KB
168	9d/8531c8	READ_MAPPING	SPAdes	COMPLETED	0	2021-10-23 14:21:32.546	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	39m 15s	39m 8s	-	167.3%	2.2%	2.8 GB	3.8 GB	35.1 GB	23.3 GB
235	36/cc2347	ASSEMBLY_STATS_GLOBAL	SPAdes	COMPLETED	0	2021-10-23 15:00:47.892	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.7s	-	95.3%	0.0%	50.9 MB	330.5 MB	23.2 MB	951 B
6	f5/177310	ABYSS	LNN	COMPLETED	0	2021-10-23 12:59:46.756	docker:cimendes/abyss:2.3.1-1	8	1d	-	32 GB	2h 17m 5s	2h 17m 2s	-	714.3%	1.1%	2.9 GB	3.2 GB	121.1 GB	105.3 GB
185	e9/03d0e3	READ_MAPPING	GATBMiniaPipeline	COMPLETED	0	2021-10-23 14:42:52.722	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	34m	33m 51s	-	164.7%	2.3%	3 GB	4.2 GB	36.1 GB	17.8 GB
236	a7/3a7c0c	FILTER_ASSEMBLY	ABySS	COMPLETED	0	2021-10-23 15:16:53.004	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	9.9s	1.4s	-	112.6%	0.0%	11.4 MB	55.5 MB	23.7 MB	13.2 MB
237	2b/5edd72	ASSEMBLY_STATS_GLOBAL	GATBMiniaPipeline	COMPLETED	0	2021-10-23 15:16:53.007	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	1.7s	-	102.7%	0.0%	44.5 MB	310.3 MB	24.4 MB	1 KB
239	10/573ffd	ASSEMBLY_MAPPING	ABySS	COMPLETED	0	2021-10-23 15:17:03.007	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	9.3s	-	386.7%	0.6%	772.4 MB	1.1 GB	101.7 MB	209.8 KB
243	cb/1d70c4	MISASSEMBLY	ABySS	COMPLETED	0	2021-10-23 15:17:18.001	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.4s	-	85.2%	0.1%	76.2 MB	358.3 MB	13.9 MB	1.4 KB
242	d1/7f24db	SNP_ASSESSMENT	ABySS	COMPLETED	0	2021-10-23 15:17:18.088	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.8s	4.2s	-	92.2%	0.1%	110.6 MB	391.7 MB	98.8 MB	52.8 KB
241	00/97a911	GAP_ASSESSMENT	ABySS	COMPLETED	0	2021-10-23 15:17:18.080	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	13.9s	-	93.4%	0.3%	400.2 MB	684 MB	98.8 MB	28.2 KB
240	bf/57b381	ASSEMBLY_STATS_MAPPING	ABySS	COMPLETED	0	2021-10-23 15:17:18.083	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	44.8s	38.5s	-	95.2%	0.2%	321.3 MB	638.7 MB	112.2 MB	272.1 KB
214	66/51d9a2	READ_MAPPING	GATBMiniaPipeline	COMPLETED	0	2021-10-23 14:52:52.814	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	29m 35s	29m 31s	-	162.5%	1.1%	2.9 GB	3.9 GB	33.7 GB	16.7 GB
244	78/280d90	ASSEMBLY_STATS_GLOBAL	GATBMiniaPipeline	COMPLETED	0	2021-10-23 15:22:28.049	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.4s	-	96.8%	0.0%	48.6 MB	324.2 MB	20.8 MB	998 B
193	e4/ad2903	READ_MAPPING	IDBA-UD	COMPLETED	0	2021-10-23 14:44:32.774	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	40m 25s	40m 22s	-	159.1%	2.3%	2.9 GB	4.1 GB	37.8 GB	19.5 GB
245	cf/20ea7b	ASSEMBLY_STATS_GLOBAL	IDBA-UD	COMPLETED	0	2021-10-23 15:24:58.080	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.7s	-	101.2%	0.0%	47 MB	318 MB	30.9 MB	1003 B
177	cb/fb8519	READ_MAPPING	GATBMiniaPipeline	COMPLETED	0	2021-10-23 14:34:02.647	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	53m 40s	53m 33s	-	178.6%	1.1%	2.9 GB	3.9 GB	29.1 GB	17.4 GB
246	bc/894df4	ASSEMBLY_STATS_GLOBAL	GATBMiniaPipeline	COMPLETED	0	2021-10-23 15:27:43.091	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.6s	-	101.7%	0.0%	46.7 MB	318 MB	21.1 MB	1005 B
207	5b/de2f54	READ_MAPPING	IDBA-UD	COMPLETED	0	2021-10-23 14:49:42.766	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	39m 5s	38m 59s	-	159.3%	2.3%	3 GB	4.1 GB	35.5 GB	18.5 GB
247	02/26f542	ASSEMBLY_STATS_GLOBAL	IDBA-UD	COMPLETED	0	2021-10-23 15:28:48.097	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	5s	1.5s	-	103.0%	0.0%	48.7 MB	324.6 MB	21 MB	956 B
229	19/ee3f60	READ_MAPPING	SPAdes	COMPLETED	0	2021-10-23 14:59:17.849	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	36m 10s	36m 5s	-	155.6%	1.1%	2.9 GB	4 GB	45.1 GB	26.7 GB
248	11/782631	ASSEMBLY_STATS_GLOBAL	SPAdes	COMPLETED	0	2021-10-23 15:35:28.169	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2s	-	92.2%	0.0%	46.8 MB	318 MB	37.7 MB	977 B
25	ca/cb8b71	METASPADES	ERR2935805	COMPLETED	0	2021-10-23 12:59:46.821	docker:cimendes/spades:3.15.3-1	8	1d	-	32 GB	2h 37m 5s	2h 36m 59s	-	551.5%	3.4%	8.5 GB	9.5 GB	69.3 GB	95.2 GB
249	78/1050d2	FILTER_ASSEMBLY	metaSPAdes	COMPLETED	0	2021-10-23 15:36:53.175	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	1s	-	133.4%	0.0%	10.7 MB	55.5 MB	31.3 MB	18.3 MB
251	bc/837121	ASSEMBLY_MAPPING	metaSPAdes	COMPLETED	0	2021-10-23 15:36:58.175	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	8.4s	-	424.1%	0.6%	796.5 MB	2 GB	106.9 MB	57.8 KB
254	f4/c0f334	SNP_ASSESSMENT	metaSPAdes	COMPLETED	0	2021-10-23 15:37:13.175	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	7.1s	-	73.1%	0.1%	111.4 MB	391.6 MB	97 MB	65.3 KB
252	48/7f6c53	MISASSEMBLY	metaSPAdes	COMPLETED	0	2021-10-23 15:37:13.184	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	2.5s	-	87.1%	0.1%	73.9 MB	356.1 MB	13.8 MB	3.3 KB
255	bd/e00b54	GAP_ASSESSMENT	metaSPAdes	COMPLETED	0	2021-10-23 15:37:13.179	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	13.7s	-	91.0%	0.5%	662.7 MB	960.2 MB	97 MB	8.8 KB
253	6e/d7bfed	ASSEMBLY_STATS_MAPPING	metaSPAdes	COMPLETED	0	2021-10-23 15:37:13.188	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	39.8s	32.5s	-	99.0%	0.1%	154.8 MB	435.6 MB	115.4 MB	465.2 KB
222	70/746256	READ_MAPPING	SPAdes	COMPLETED	0	2021-10-23 14:56:47.868	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	42m 55s	42m 46s	-	151.5%	1.2%	3.1 GB	4.3 GB	39 GB	22 GB
256	20/9eac7b	ASSEMBLY_STATS_GLOBAL	SPAdes	COMPLETED	0	2021-10-23 15:39:43.187	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.6s	-	102.8%	0.0%	50.9 MB	330.7 MB	24.6 MB	961 B
200	73/cc3609	READ_MAPPING	metaSPAdes	COMPLETED	0	2021-10-23 14:46:12.759	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	55m 45s	55m 39s	-	161.2%	2.3%	3 GB	4.2 GB	39.8 GB	22.8 GB
257	f3/5f8ead	ASSEMBLY_STATS_GLOBAL	metaSPAdes	COMPLETED	0	2021-10-23 15:41:58.224	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.7s	-	96.5%	0.0%	46.8 MB	318 MB	21.6 MB	970 B
238	87/3bf5bd	READ_MAPPING	ABySS	COMPLETED	0	2021-10-23 15:17:03.012	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	36m 20s	36m 14s	-	171.4%	2.3%	3 GB	3.9 GB	29.7 GB	18 GB
258	4e/56d67a	ASSEMBLY_STATS_GLOBAL	ABySS	COMPLETED	0	2021-10-23 15:53:23.331	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.7s	-	102.5%	0.0%	48.2 MB	323.8 MB	28.1 MB	952 B
250	77/5fbf1f	READ_MAPPING	metaSPAdes	COMPLETED	0	2021-10-23 15:36:58.180	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	35m 30s	35m 24s	-	162.6%	2.4%	3.1 GB	4.3 GB	42.1 GB	23.8 GB
259	06/20b41f	ASSEMBLY_STATS_GLOBAL	metaSPAdes	COMPLETED	0	2021-10-23 16:12:28.491	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.1s	-	92.4%	0.0%	40.1 MB	297 MB	35.7 MB	995 B
40	46/772c95	VELVETOPTIMISER	ERR2935805	FAILED	0	2021-10-23 12:59:46.877	docker:cimendes/velvetoptimiser:2.2.6-1	8	1d	-	32 GB	3h 20m 9s	3h 19m 59s	-	205.8%	12.7%	31.9 GB	72.4 GB	341.2 GB	97 GB
36	19/2d7ec0	UNICYCLER	LNN	COMPLETED	0	2021-10-23 12:59:46.870	docker:cimendes/unicycler:0.4.9-1	8	1d	-	32 GB	5h 30m 20s	5h 30m 12s	-	408.5%	1.8%	4.6 GB	8.8 GB	184.9 GB	70.7 GB
261	49/2ef8b9	FILTER_ASSEMBLY	Unicycler	COMPLETED	0	2021-10-23 18:30:09.659	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	915ms	-	126.9%	0.0%	10.5 MB	55.5 MB	14.7 MB	11.3 MB
263	4a/40f2bd	ASSEMBLY_MAPPING	Unicycler	COMPLETED	0	2021-10-23 18:30:14.660	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	7.8s	-	411.0%	0.6%	795 MB	1.1 GB	99.9 MB	23.7 KB
266	d2/04f48e	MISASSEMBLY	Unicycler	COMPLETED	0	2021-10-23 18:30:29.665	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.8s	2.4s	-	84.7%	0.1%	75.5 MB	357.2 MB	13.7 MB	1.4 KB
264	09/4e4e37	SNP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-23 18:30:29.660	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	3.7s	-	46.9%	0.1%	104.8 MB	385.7 MB	96.6 MB	1.1 KB
267	13/b4721e	GAP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-23 18:30:29.656	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	14s	-	94.2%	0.4%	559.4 MB	840.9 MB	96.6 MB	6.6 KB
265	35/7977e5	ASSEMBLY_STATS_MAPPING	Unicycler	COMPLETED	0	2021-10-23 18:30:29.741	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	20.5s	-	98.5%	0.4%	526.9 MB	807.8 MB	108 MB	175.4 KB
39	4a/feced6	VELVETOPTIMISER	LNN	COMPLETED	0	2021-10-23 12:59:46.874	docker:cimendes/velvetoptimiser:2.2.6-1	8	1d	-	32 GB	5h 59m 11s	5h 59m 4s	-	114.7%	12.7%	31.9 GB	40.3 GB	706.1 GB	102.5 GB
268	62/22f187	FILTER_ASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-23 18:58:59.872	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	1s	-	126.3%	0.0%	12.3 MB	126.8 MB	23.5 MB	13.2 MB
270	f2/700827	ASSEMBLY_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:04.871	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	9.4s	-	381.9%	0.8%	1018.8 MB	1.7 GB	101.8 MB	119.4 KB
271	94/8f3e64	MISASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:19.888	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.8s	2.5s	-	98.8%	0.1%	73.9 MB	356.1 MB	13.8 MB	7 KB
272	60/9fe90f	GAP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:19.876	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.9s	18.6s	-	88.5%	0.3%	445.7 MB	735.7 MB	97.7 MB	13.1 KB
273	1b/1196be	ASSEMBLY_STATS_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:19.884	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	34.9s	30.7s	-	92.6%	0.2%	218.8 MB	499.3 MB	111.1 MB	228.1 KB
274	ce/d5d2c2	SNP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:19.880	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	44.9s	38.1s	-	96.1%	0.1%	109.5 MB	389.8 MB	97.7 MB	715.8 KB
262	c1/d496dc	READ_MAPPING	Unicycler	COMPLETED	0	2021-10-23 18:30:14.664	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	33m 25s	33m 18s	-	174.8%	2.2%	2.9 GB	3.8 GB	28.8 GB	17 GB
275	85/957360	ASSEMBLY_STATS_GLOBAL	Unicycler	COMPLETED	0	2021-10-23 19:03:39.909	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.8s	-	94.9%	0.0%	45.8 MB	314.7 MB	19.1 MB	963 B
269	9b/7a64df	READ_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 18:59:04.876	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	56m 40s	56m 35s	-	174.0%	2.4%	3 GB	4 GB	35.1 GB	23.3 GB
276	9c/90bffc	ASSEMBLY_STATS_GLOBAL	VelvetOptimiser	COMPLETED	0	2021-10-23 19:55:45.334	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.4s	-	91.8%	0.0%	42.7 MB	301.6 MB	27.9 MB	1005 B
38	08/fca168	VELVETOPTIMISER	LHS	COMPLETED	0	2021-10-23 12:59:46.881	docker:cimendes/velvetoptimiser:2.2.6-1	8	1d	-	32 GB	8h 13m 17s	8h 13m 7s	-	137.2%	12.7%	31.9 GB	80.4 GB	422.4 GB	92.1 GB
277	ae/c7d99f	FILTER_ASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:05.896	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.6s	2.4s	-	88.5%	0.0%	69.3 MB	2.6 GB	33.4 MB	1.1 MB
279	84/a43d5e	ASSEMBLY_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:10.899	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	9.9s	5.2s	-	179.4%	0.5%	617.3 MB	1.1 GB	89.7 MB	162.5 KB
282	4e/54abb7	SNP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:20.900	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	4s	-	44.3%	0.1%	105.2 MB	385.7 MB	98.2 MB	2.2 KB
281	28/3c4458	GAP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:20.905	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	6.4s	-	85.3%	0.1%	132.1 MB	413.1 MB	98.2 MB	56.1 KB
280	81/1c2637	MISASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:20.910	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	2.7s	-	85.5%	0.1%	72.7 MB	355 MB	13.8 MB	1.5 KB
283	7d/f120e7	ASSEMBLY_STATS_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:20.914	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	20.1s	-	98.2%	0.1%	88.3 MB	369 MB	99.5 MB	324.2 KB
278	04/2d894b	READ_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-23 21:13:10.904	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	20m 25s	20m 18s	-	175.5%	2.2%	2.8 GB	3.8 GB	19.8 GB	2.8 GB
284	c3/27339f	ASSEMBLY_STATS_GLOBAL	VelvetOptimiser	COMPLETED	0	2021-10-23 21:33:36.037	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	3.8s	-	98.5%	0.0%	55.3 MB	337.6 MB	37.8 MB	985 B
35	7e/8fd829	UNICYCLER	LHS	COMPLETED	0	2021-10-23 12:59:46.864	docker:cimendes/unicycler:0.4.9-1	8	1d	-	32 GB	11h 11m 28s	11h 11m 22s	-	258.9%	3.0%	7.7 GB	10 GB	153.9 GB	197.5 GB
285	35/89611a	FILTER_ASSEMBLY	Unicycler	COMPLETED	0	2021-10-24 00:11:17.108	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	949ms	-	115.0%	0.0%	12.5 MB	126.8 MB	16.3 MB	12.9 MB
287	43/ebd45a	ASSEMBLY_MAPPING	Unicycler	COMPLETED	0	2021-10-24 00:11:22.110	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	8.4s	-	406.0%	0.6%	809.9 MB	2.1 GB	101.5 MB	48.2 KB
288	a1/339573	MISASSEMBLY	Unicycler	COMPLETED	0	2021-10-24 00:11:37.110	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.4s	-	86.6%	0.1%	76.3 MB	357.5 MB	13.7 MB	3.1 KB
291	f0/764ddf	SNP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-24 00:11:37.155	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	4.6s	-	56.1%	0.1%	101.7 MB	382.3 MB	96.9 MB	14.6 KB
289	f5/02f23f	GAP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-24 00:11:37.107	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	20s	13.2s	-	93.6%	0.4%	572.7 MB	960.2 MB	96.9 MB	15.4 KB
290	6f/e6857c	ASSEMBLY_STATS_MAPPING	Unicycler	COMPLETED	0	2021-10-24 00:11:37.159	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	29.8s	24.4s	-	98.4%	0.2%	215.3 MB	496.1 MB	109.8 MB	189.8 KB
286	a5/c1f63a	READ_MAPPING	Unicycler	COMPLETED	0	2021-10-24 00:11:22.113	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	37m 15s	37m 10s	-	164.9%	2.3%	3 GB	4.1 GB	33.4 GB	16.4 GB
292	30/c2173f	ASSEMBLY_STATS_GLOBAL	Unicycler	COMPLETED	0	2021-10-24 00:48:37.356	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	1.6s	-	102.8%	0.0%	47.2 MB	318 MB	20.7 MB	964 B
260	45/64978e	VELVETOPTIMISER	ERR2935805	COMPLETED	0	2021-10-23 16:19:58.561	docker:cimendes/velvetoptimiser:2.2.6-1	16	2d	-	64 GB	10h 57m 35s	10h 57m 28s	-	178.3%	51.3%	64.6 GB	130.2 GB	732.4 GB	164.6 GB
293	c6/822636	FILTER_ASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:33.357	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	9.9s	4.3s	-	75.9%	0.1%	91 MB	2.6 GB	68.8 MB	419.6 KB
295	ca/7d40ab	ASSEMBLY_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:43.362	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	9.9s	4.5s	-	163.0%	0.5%	617 MB	908.4 MB	89 MB	2.2 KB
297	ea/b401c0	SNP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:53.386	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	3.5s	-	47.7%	0.1%	94.3 MB	376 MB	96.3 MB	1.1 KB
299	e6/2dfbeb	GAP_ASSESSMENT	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:53.390	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	3.4s	-	50.4%	0.1%	95.3 MB	376.3 MB	96.3 MB	1.2 KB
296	39/22d42b	MISASSEMBLY	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:53.394	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	2.2s	-	85.6%	0.1%	75.7 MB	357.5 MB	13.7 MB	1.5 KB
298	8f/df03ff	ASSEMBLY_STATS_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:53.398	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.8s	14.6s	-	97.8%	0.1%	87.9 MB	369.3 MB	96.8 MB	212.8 KB
7	bb/23bfd5	ABYSS	ERR2935805	COMPLETED	0	2021-10-23 12:59:46.752	docker:cimendes/abyss:2.3.1-1	8	1d	-	32 GB	14h 19m 11s	14h 19m 3s	-	788.2%	0.9%	2.2 GB	2.6 GB	143.7 GB	117.6 GB
300	c1/0a64b2	FILTER_ASSEMBLY	ABySS	COMPLETED	0	2021-10-24 03:18:58.363	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	1.8s	-	169.8%	0.1%	97 MB	2.6 GB	100 MB	3.1 MB
302	79/2ed04f	ASSEMBLY_MAPPING	ABySS	COMPLETED	0	2021-10-24 03:19:03.365	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	9.9s	5.3s	-	258.0%	0.5%	618.6 MB	1 GB	91.6 MB	62 KB
303	91/98d8aa	SNP_ASSESSMENT	ABySS	COMPLETED	0	2021-10-24 03:19:13.365	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.2s	-	73.9%	0.0%	46.2 MB	317.6 MB	97 MB	1.1 KB
304	db/f3c81a	MISASSEMBLY	ABySS	COMPLETED	0	2021-10-24 03:19:13.397	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.4s	-	86.0%	0.1%	75.4 MB	356.6 MB	13.7 MB	1.5 KB
306	55/44d5e6	GAP_ASSESSMENT	ABySS	COMPLETED	0	2021-10-24 03:19:13.470	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.8s	5s	-	94.7%	0.3%	347.2 MB	632.1 MB	97 MB	15.6 KB
305	21/4de7ea	ASSEMBLY_STATS_MAPPING	ABySS	COMPLETED	0	2021-10-24 03:19:13.473	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	18s	-	98.3%	0.1%	137.6 MB	418.9 MB	100.2 MB	185.3 KB
294	d0/183bff	READ_MAPPING	VelvetOptimiser	COMPLETED	0	2021-10-24 03:17:43.366	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	24m 40s	24m 36s	-	150.2%	2.0%	2.6 GB	3.8 GB	19.2 GB	889 MB
307	c5/08d12c	ASSEMBLY_STATS_GLOBAL	VelvetOptimiser	COMPLETED	0	2021-10-24 03:42:23.532	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	6.2s	-	97.0%	0.0%	58.1 MB	340.6 MB	73.1 MB	1011 B
301	c4/561dac	READ_MAPPING	ABySS	COMPLETED	0	2021-10-24 03:19:03.370	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	1h 31m 26s	1h 31m 22s	-	158.9%	3.4%	4.3 GB	5.5 GB	67.5 GB	49.1 GB
308	b8/a829fe	ASSEMBLY_STATS_GLOBAL	ABySS	COMPLETED	0	2021-10-24 04:50:28.969	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	7.2s	-	95.5%	0.0%	59.1 MB	341.5 MB	104.4 MB	965 B
37	e6/9c6459	UNICYCLER	ERR2935805	COMPLETED	0	2021-10-23 12:59:46.866	docker:cimendes/unicycler:0.4.9-1	8	1d	-	32 GB	21h 32m 47s	21h 32m 39s	-	181.4%	9.1%	22.9 GB	23.8 GB	155.7 GB	479.1 GB
309	21/5ca6f0	FILTER_ASSEMBLY	Unicycler	COMPLETED	0	2021-10-24 10:32:36.044	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	4.9s	1.1s	-	103.1%	0.0%	5.3 MB	19 MB	12.8 MB	9.4 MB
310	9d/627d81	ASSEMBLY_MAPPING	Unicycler	COMPLETED	0	2021-10-24 10:32:41.046	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	14.9s	7.3s	-	386.7%	0.6%	788.7 MB	1.1 GB	98 MB	30.4 KB
314	75/6ba6b2	MISASSEMBLY	Unicycler	COMPLETED	0	2021-10-24 10:32:56.059	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	4.9s	2.6s	-	83.8%	0.1%	74 MB	356.1 MB	13.7 MB	1.5 KB
315	ef/2c88fc	SNP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-24 10:32:56.055	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	9.9s	4.8s	-	59.9%	0.1%	105.3 MB	385.9 MB	96.7 MB	25.1 KB
313	81/05a71e	GAP_ASSESSMENT	Unicycler	COMPLETED	0	2021-10-24 10:32:56.049	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	14.9s	11s	-	88.6%	0.4%	546.1 MB	827.4 MB	96.7 MB	8.6 KB
312	72/2af3d5	ASSEMBLY_STATS_MAPPING	Unicycler	COMPLETED	0	2021-10-24 10:32:56.110	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	19.9s	-	98.1%	0.1%	142.3 MB	423.1 MB	106.1 MB	178.9 KB
311	35/92b4b4	READ_MAPPING	Unicycler	COMPLETED	0	2021-10-24 10:32:41.050	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	30m 40s	30m 33s	-	172.6%	2.3%	3 GB	4.1 GB	35.3 GB	17 GB
