,Reference,Assembler,NGx,Basepairs
0,Bacillus_subtilis,SKESA,0.0,395598
1,Bacillus_subtilis,SKESA,0.1111111111111111,367769
2,Bacillus_subtilis,SKESA,0.2222222222222222,314934
3,Bacillus_subtilis,SKESA,0.3333333333333333,251998
4,Bacillus_subtilis,SKESA,0.4444444444444444,234017
5,Bacillus_subtilis,SKESA,0.5555555555555556,149633
6,Bacillus_subtilis,SKESA,0.6666666666666666,132022
7,Bacillus_subtilis,SKESA,0.7777777777777777,90182
8,Bacillus_subtilis,SKESA,0.8888888888888888,59598
9,Bacillus_subtilis,SKESA,1.0,0
10,Enterococcus_faecalis,SKESA,0.0,442877
11,Enterococcus_faecalis,SKESA,0.1111111111111111,442877
12,Enterococcus_faecalis,SKESA,0.2222222222222222,224112
13,Enterococcus_faecalis,SKESA,0.3333333333333333,151135
14,Enterococcus_faecalis,SKESA,0.4444444444444444,88220
15,Enterococcus_faecalis,SKESA,0.5555555555555556,63109
16,Enterococcus_faecalis,SKESA,0.6666666666666666,52545
17,Enterococcus_faecalis,SKESA,0.7777777777777777,39477
18,Enterococcus_faecalis,SKESA,0.8888888888888888,19844
19,Enterococcus_faecalis,SKESA,1.0,0
20,Escherichia_coli_plasmid,SKESA,0.0,110007
21,Escherichia_coli_plasmid,SKESA,0.1111111111111111,110007
22,Escherichia_coli_plasmid,SKESA,0.2222222222222222,110007
23,Escherichia_coli_plasmid,SKESA,0.3333333333333333,110007
24,Escherichia_coli_plasmid,SKESA,0.4444444444444444,110007
25,Escherichia_coli_plasmid,SKESA,0.5555555555555556,110007
26,Escherichia_coli_plasmid,SKESA,0.6666666666666666,110007
27,Escherichia_coli_plasmid,SKESA,0.7777777777777777,110007
28,Escherichia_coli_plasmid,SKESA,0.8888888888888888,110007
29,Escherichia_coli_plasmid,SKESA,1.0,110007
30,Escherichia_coli,SKESA,0.0,89472
31,Escherichia_coli,SKESA,0.1111111111111111,58169
32,Escherichia_coli,SKESA,0.2222222222222222,41756
33,Escherichia_coli,SKESA,0.3333333333333333,33694
34,Escherichia_coli,SKESA,0.4444444444444444,28578
35,Escherichia_coli,SKESA,0.5555555555555556,20761
36,Escherichia_coli,SKESA,0.6666666666666666,16537
37,Escherichia_coli,SKESA,0.7777777777777777,10912
38,Escherichia_coli,SKESA,0.8888888888888888,5363
39,Escherichia_coli,SKESA,1.0,0
40,Lactobacillus_fermentum,SKESA,0.0,121675
41,Lactobacillus_fermentum,SKESA,0.1111111111111111,114273
42,Lactobacillus_fermentum,SKESA,0.2222222222222222,63584
43,Lactobacillus_fermentum,SKESA,0.3333333333333333,52688
44,Lactobacillus_fermentum,SKESA,0.4444444444444444,37267
45,Lactobacillus_fermentum,SKESA,0.5555555555555556,28248
46,Lactobacillus_fermentum,SKESA,0.6666666666666666,17826
47,Lactobacillus_fermentum,SKESA,0.7777777777777777,11727
48,Lactobacillus_fermentum,SKESA,0.8888888888888888,5103
49,Lactobacillus_fermentum,SKESA,1.0,0
50,Listeria_monocytogenes,SKESA,0.0,474592
51,Listeria_monocytogenes,SKESA,0.1111111111111111,474592
52,Listeria_monocytogenes,SKESA,0.2222222222222222,468058
53,Listeria_monocytogenes,SKESA,0.3333333333333333,416532
54,Listeria_monocytogenes,SKESA,0.4444444444444444,416532
55,Listeria_monocytogenes,SKESA,0.5555555555555556,177866
56,Listeria_monocytogenes,SKESA,0.6666666666666666,125040
57,Listeria_monocytogenes,SKESA,0.7777777777777777,99526
58,Listeria_monocytogenes,SKESA,0.8888888888888888,58419
59,Listeria_monocytogenes,SKESA,1.0,0
60,Pseudomonas_aeruginosa,SKESA,0.0,245776
61,Pseudomonas_aeruginosa,SKESA,0.1111111111111111,135620
62,Pseudomonas_aeruginosa,SKESA,0.2222222222222222,97258
63,Pseudomonas_aeruginosa,SKESA,0.3333333333333333,87012
64,Pseudomonas_aeruginosa,SKESA,0.4444444444444444,66771
65,Pseudomonas_aeruginosa,SKESA,0.5555555555555556,56376
66,Pseudomonas_aeruginosa,SKESA,0.6666666666666666,45596
67,Pseudomonas_aeruginosa,SKESA,0.7777777777777777,32406
68,Pseudomonas_aeruginosa,SKESA,0.8888888888888888,17020
69,Pseudomonas_aeruginosa,SKESA,1.0,0
70,Salmonella_enterica,SKESA,0.0,144206
71,Salmonella_enterica,SKESA,0.1111111111111111,74353
72,Salmonella_enterica,SKESA,0.2222222222222222,49726
73,Salmonella_enterica,SKESA,0.3333333333333333,37888
74,Salmonella_enterica,SKESA,0.4444444444444444,32831
75,Salmonella_enterica,SKESA,0.5555555555555556,21761
76,Salmonella_enterica,SKESA,0.6666666666666666,16662
77,Salmonella_enterica,SKESA,0.7777777777777777,11549
78,Salmonella_enterica,SKESA,0.8888888888888888,5644
79,Salmonella_enterica,SKESA,1.0,0
80,Staphylococcus_aureus,SKESA,0.0,130674
81,Staphylococcus_aureus,SKESA,0.1111111111111111,107847
82,Staphylococcus_aureus,SKESA,0.2222222222222222,95745
83,Staphylococcus_aureus,SKESA,0.3333333333333333,62866
84,Staphylococcus_aureus,SKESA,0.4444444444444444,51303
85,Staphylococcus_aureus,SKESA,0.5555555555555556,46175
86,Staphylococcus_aureus,SKESA,0.6666666666666666,34285
87,Staphylococcus_aureus,SKESA,0.7777777777777777,30442
88,Staphylococcus_aureus,SKESA,0.8888888888888888,15919
89,Staphylococcus_aureus,SKESA,1.0,0
90,Staphylococcus_aureus_plasmid1,SKESA,0.0,6337
91,Staphylococcus_aureus_plasmid1,SKESA,0.1111111111111111,6337
