,Reference,Assembler,Lx,nContigs
76,Salmonella_enterica,MEGAHIT,0.6666666666666666,21
77,Salmonella_enterica,MEGAHIT,0.7777777777777777,29
78,Salmonella_enterica,MEGAHIT,0.8888888888888888,43
79,Salmonella_enterica,MEGAHIT,1.0,
80,Staphylococcus_aureus,MEGAHIT,0.0,0
81,Staphylococcus_aureus,MEGAHIT,0.1111111111111111,0
82,Staphylococcus_aureus,MEGAHIT,0.2222222222222222,1
83,Staphylococcus_aureus,MEGAHIT,0.3333333333333333,2
84,Staphylococcus_aureus,MEGAHIT,0.4444444444444444,4
85,Staphylococcus_aureus,MEGAHIT,0.5555555555555556,6
86,Staphylococcus_aureus,MEGAHIT,0.6666666666666666,9
87,Staphylococcus_aureus,MEGAHIT,0.7777777777777777,13
88,Staphylococcus_aureus,MEGAHIT,0.8888888888888888,19
89,Staphylococcus_aureus,MEGAHIT,1.0,
90,Staphylococcus_aureus_plasmid1,MEGAHIT,0.0,0
91,Staphylococcus_aureus_plasmid1,MEGAHIT,0.1111111111111111,0
92,Staphylococcus_aureus_plasmid1,MEGAHIT,0.2222222222222222,0
93,Staphylococcus_aureus_plasmid1,MEGAHIT,0.3333333333333333,0
94,Staphylococcus_aureus_plasmid1,MEGAHIT,0.4444444444444444,0
95,Staphylococcus_aureus_plasmid1,MEGAHIT,0.5555555555555556,0
96,Staphylococcus_aureus_plasmid1,MEGAHIT,0.6666666666666666,0
97,Staphylococcus_aureus_plasmid1,MEGAHIT,0.7777777777777777,0
98,Staphylococcus_aureus_plasmid1,MEGAHIT,0.8888888888888888,0
99,Staphylococcus_aureus_plasmid1,MEGAHIT,1.0,0
100,Staphylococcus_aureus_plasmid2,MEGAHIT,0.0,0
101,Staphylococcus_aureus_plasmid2,MEGAHIT,0.1111111111111111,0
102,Staphylococcus_aureus_plasmid2,MEGAHIT,0.2222222222222222,0
103,Staphylococcus_aureus_plasmid2,MEGAHIT,0.3333333333333333,0
104,Staphylococcus_aureus_plasmid2,MEGAHIT,0.4444444444444444,0
105,Staphylococcus_aureus_plasmid2,MEGAHIT,0.5555555555555556,0
106,Staphylococcus_aureus_plasmid2,MEGAHIT,0.6666666666666666,0
107,Staphylococcus_aureus_plasmid2,MEGAHIT,0.7777777777777777,0
108,Staphylococcus_aureus_plasmid2,MEGAHIT,0.8888888888888888,0
109,Staphylococcus_aureus_plasmid2,MEGAHIT,1.0,0
110,Staphylococcus_aureus_plasmid3,MEGAHIT,0.0,0
111,Staphylococcus_aureus_plasmid3,MEGAHIT,0.1111111111111111,0
112,Staphylococcus_aureus_plasmid3,MEGAHIT,0.2222222222222222,0
113,Staphylococcus_aureus_plasmid3,MEGAHIT,0.3333333333333333,0
114,Staphylococcus_aureus_plasmid3,MEGAHIT,0.4444444444444444,0
115,Staphylococcus_aureus_plasmid3,MEGAHIT,0.5555555555555556,0
116,Staphylococcus_aureus_plasmid3,MEGAHIT,0.6666666666666666,0
117,Staphylococcus_aureus_plasmid3,MEGAHIT,0.7777777777777777,0
118,Staphylococcus_aureus_plasmid3,MEGAHIT,0.8888888888888888,0
119,Staphylococcus_aureus_plasmid3,MEGAHIT,1.0,0
