,Reference,Assembler,NAx,Basepairs
0,Bacillus_subtilis,MEGAHIT,0.0,552777
1,Bacillus_subtilis,MEGAHIT,0.1111111111111111,552777
2,Bacillus_subtilis,MEGAHIT,0.2222222222222222,372642
3,Bacillus_subtilis,MEGAHIT,0.3333333333333333,314963
4,Bacillus_subtilis,MEGAHIT,0.4444444444444444,269819
5,Bacillus_subtilis,MEGAHIT,0.5555555555555556,268085
6,Bacillus_subtilis,MEGAHIT,0.6666666666666666,261596
7,Bacillus_subtilis,MEGAHIT,0.7777777777777777,261596
8,Bacillus_subtilis,MEGAHIT,0.8888888888888888,137893
9,Bacillus_subtilis,MEGAHIT,1.0,1020
10,Enterococcus_faecalis,MEGAHIT,0.0,596036
11,Enterococcus_faecalis,MEGAHIT,0.1111111111111111,596036
12,Enterococcus_faecalis,MEGAHIT,0.2222222222222222,267958
13,Enterococcus_faecalis,MEGAHIT,0.3333333333333333,264757
14,Enterococcus_faecalis,MEGAHIT,0.4444444444444444,238771
15,Enterococcus_faecalis,MEGAHIT,0.5555555555555556,179870
16,Enterococcus_faecalis,MEGAHIT,0.6666666666666666,157141
17,Enterococcus_faecalis,MEGAHIT,0.7777777777777777,105250
18,Enterococcus_faecalis,MEGAHIT,0.8888888888888888,70953
19,Enterococcus_faecalis,MEGAHIT,1.0,1295
20,Escherichia_coli_plasmid,MEGAHIT,0.0,110148
21,Escherichia_coli_plasmid,MEGAHIT,0.1111111111111111,110148
22,Escherichia_coli_plasmid,MEGAHIT,0.2222222222222222,110148
23,Escherichia_coli_plasmid,MEGAHIT,0.3333333333333333,110148
24,Escherichia_coli_plasmid,MEGAHIT,0.4444444444444444,110148
25,Escherichia_coli_plasmid,MEGAHIT,0.5555555555555556,110148
26,Escherichia_coli_plasmid,MEGAHIT,0.6666666666666666,110148
27,Escherichia_coli_plasmid,MEGAHIT,0.7777777777777777,110148
28,Escherichia_coli_plasmid,MEGAHIT,0.8888888888888888,110148
29,Escherichia_coli_plasmid,MEGAHIT,1.0,110148
30,Escherichia_coli,MEGAHIT,0.0,344118
31,Escherichia_coli,MEGAHIT,0.1111111111111111,181537
32,Escherichia_coli,MEGAHIT,0.2222222222222222,138620
33,Escherichia_coli,MEGAHIT,0.3333333333333333,119462
34,Escherichia_coli,MEGAHIT,0.4444444444444444,93595
35,Escherichia_coli,MEGAHIT,0.5555555555555556,70610
36,Escherichia_coli,MEGAHIT,0.6666666666666666,59654
37,Escherichia_coli,MEGAHIT,0.7777777777777777,44564
38,Escherichia_coli,MEGAHIT,0.8888888888888888,21342
39,Escherichia_coli,MEGAHIT,1.0,1002
40,Lactobacillus_fermentum,MEGAHIT,0.0,121959
41,Lactobacillus_fermentum,MEGAHIT,0.1111111111111111,114884
42,Lactobacillus_fermentum,MEGAHIT,0.2222222222222222,81504
43,Lactobacillus_fermentum,MEGAHIT,0.3333333333333333,67648
44,Lactobacillus_fermentum,MEGAHIT,0.4444444444444444,52972
45,Lactobacillus_fermentum,MEGAHIT,0.5555555555555556,40584
46,Lactobacillus_fermentum,MEGAHIT,0.6666666666666666,33931
47,Lactobacillus_fermentum,MEGAHIT,0.7777777777777777,29179
48,Lactobacillus_fermentum,MEGAHIT,0.8888888888888888,14793
49,Lactobacillus_fermentum,MEGAHIT,1.0,1079
50,Listeria_monocytogenes,MEGAHIT,0.0,632274
51,Listeria_monocytogenes,MEGAHIT,0.1111111111111111,632274
52,Listeria_monocytogenes,MEGAHIT,0.2222222222222222,572123
53,Listeria_monocytogenes,MEGAHIT,0.3333333333333333,572123
54,Listeria_monocytogenes,MEGAHIT,0.4444444444444444,543079
55,Listeria_monocytogenes,MEGAHIT,0.5555555555555556,543079
56,Listeria_monocytogenes,MEGAHIT,0.6666666666666666,277584
57,Listeria_monocytogenes,MEGAHIT,0.7777777777777777,232581
58,Listeria_monocytogenes,MEGAHIT,0.8888888888888888,213810
59,Listeria_monocytogenes,MEGAHIT,1.0,1061
60,Pseudomonas_aeruginosa,MEGAHIT,0.0,468667
61,Pseudomonas_aeruginosa,MEGAHIT,0.1111111111111111,465463
62,Pseudomonas_aeruginosa,MEGAHIT,0.2222222222222222,385768
63,Pseudomonas_aeruginosa,MEGAHIT,0.3333333333333333,319123
64,Pseudomonas_aeruginosa,MEGAHIT,0.4444444444444444,259035
65,Pseudomonas_aeruginosa,MEGAHIT,0.5555555555555556,215542
66,Pseudomonas_aeruginosa,MEGAHIT,0.6666666666666666,191447
67,Pseudomonas_aeruginosa,MEGAHIT,0.7777777777777777,118961
68,Pseudomonas_aeruginosa,MEGAHIT,0.8888888888888888,73837
69,Pseudomonas_aeruginosa,MEGAHIT,1.0,1045
70,Salmonella_enterica,MEGAHIT,0.0,416298
71,Salmonella_enterica,MEGAHIT,0.1111111111111111,245716
72,Salmonella_enterica,MEGAHIT,0.2222222222222222,224379
73,Salmonella_enterica,MEGAHIT,0.3333333333333333,173345
74,Salmonella_enterica,MEGAHIT,0.4444444444444444,120780
75,Salmonella_enterica,MEGAHIT,0.5555555555555556,106724
76,Salmonella_enterica,MEGAHIT,0.6666666666666666,74784
77,Salmonella_enterica,MEGAHIT,0.7777777777777777,54164
78,Salmonella_enterica,MEGAHIT,0.8888888888888888,27832
79,Salmonella_enterica,MEGAHIT,1.0,1080
80,Staphylococcus_aureus,MEGAHIT,0.0,415750
81,Staphylococcus_aureus,MEGAHIT,0.1111111111111111,415750
82,Staphylococcus_aureus,MEGAHIT,0.2222222222222222,362423
83,Staphylococcus_aureus,MEGAHIT,0.3333333333333333,224825
