,Reference,Assembler,NGx,Basepairs
0,Bacillus_subtilis,Unicycler,0.0,767997
1,Bacillus_subtilis,Unicycler,0.1111111111111111,767997
2,Bacillus_subtilis,Unicycler,0.2222222222222222,575522
3,Bacillus_subtilis,Unicycler,0.3333333333333333,566657
4,Bacillus_subtilis,Unicycler,0.4444444444444444,566657
5,Bacillus_subtilis,Unicycler,0.5555555555555556,314939
6,Bacillus_subtilis,Unicycler,0.6666666666666666,294271
7,Bacillus_subtilis,Unicycler,0.7777777777777777,256865
8,Bacillus_subtilis,Unicycler,0.8888888888888888,252038
9,Bacillus_subtilis,Unicycler,1.0,0
10,Enterococcus_faecalis,Unicycler,0.0,882570
11,Enterococcus_faecalis,Unicycler,0.1111111111111111,882570
12,Enterococcus_faecalis,Unicycler,0.2222222222222222,882570
13,Enterococcus_faecalis,Unicycler,0.3333333333333333,383557
14,Enterococcus_faecalis,Unicycler,0.4444444444444444,383557
15,Enterococcus_faecalis,Unicycler,0.5555555555555556,238456
16,Enterococcus_faecalis,Unicycler,0.6666666666666666,234872
17,Enterococcus_faecalis,Unicycler,0.7777777777777777,198547
18,Enterococcus_faecalis,Unicycler,0.8888888888888888,85878
19,Enterococcus_faecalis,Unicycler,1.0,0
20,Escherichia_coli_plasmid,Unicycler,0.0,54997
21,Escherichia_coli_plasmid,Unicycler,0.1111111111111111,54997
22,Escherichia_coli_plasmid,Unicycler,0.2222222222222222,54997
23,Escherichia_coli_plasmid,Unicycler,0.3333333333333333,54997
24,Escherichia_coli_plasmid,Unicycler,0.4444444444444444,54997
25,Escherichia_coli_plasmid,Unicycler,0.5555555555555556,52932
26,Escherichia_coli_plasmid,Unicycler,0.6666666666666666,52932
27,Escherichia_coli_plasmid,Unicycler,0.7777777777777777,52932
28,Escherichia_coli_plasmid,Unicycler,0.8888888888888888,52932
29,Escherichia_coli_plasmid,Unicycler,1.0,0
30,Escherichia_coli,Unicycler,0.0,557471
31,Escherichia_coli,Unicycler,0.1111111111111111,557471
32,Escherichia_coli,Unicycler,0.2222222222222222,207379
33,Escherichia_coli,Unicycler,0.3333333333333333,201418
34,Escherichia_coli,Unicycler,0.4444444444444444,154655
35,Escherichia_coli,Unicycler,0.5555555555555556,135851
36,Escherichia_coli,Unicycler,0.6666666666666666,101854
37,Escherichia_coli,Unicycler,0.7777777777777777,85880
38,Escherichia_coli,Unicycler,0.8888888888888888,32590
39,Escherichia_coli,Unicycler,1.0,0
40,Lactobacillus_fermentum,Unicycler,0.0,121680
41,Lactobacillus_fermentum,Unicycler,0.1111111111111111,114275
42,Lactobacillus_fermentum,Unicycler,0.2222222222222222,81225
43,Lactobacillus_fermentum,Unicycler,0.3333333333333333,72589
44,Lactobacillus_fermentum,Unicycler,0.4444444444444444,46033
45,Lactobacillus_fermentum,Unicycler,0.5555555555555556,37270
46,Lactobacillus_fermentum,Unicycler,0.6666666666666666,29090
47,Lactobacillus_fermentum,Unicycler,0.7777777777777777,18870
48,Lactobacillus_fermentum,Unicycler,0.8888888888888888,8651
49,Lactobacillus_fermentum,Unicycler,1.0,0
50,Listeria_monocytogenes,Unicycler,0.0,728300
51,Listeria_monocytogenes,Unicycler,0.1111111111111111,728300
52,Listeria_monocytogenes,Unicycler,0.2222222222222222,728300
53,Listeria_monocytogenes,Unicycler,0.3333333333333333,542499
54,Listeria_monocytogenes,Unicycler,0.4444444444444444,474609
55,Listeria_monocytogenes,Unicycler,0.5555555555555556,474609
56,Listeria_monocytogenes,Unicycler,0.6666666666666666,254431
57,Listeria_monocytogenes,Unicycler,0.7777777777777777,145354
58,Listeria_monocytogenes,Unicycler,0.8888888888888888,103000
59,Listeria_monocytogenes,Unicycler,1.0,0
60,Pseudomonas_aeruginosa,Unicycler,0.0,847346
61,Pseudomonas_aeruginosa,Unicycler,0.1111111111111111,847346
62,Pseudomonas_aeruginosa,Unicycler,0.2222222222222222,464274
63,Pseudomonas_aeruginosa,Unicycler,0.3333333333333333,424216
64,Pseudomonas_aeruginosa,Unicycler,0.4444444444444444,331075
65,Pseudomonas_aeruginosa,Unicycler,0.5555555555555556,261924
66,Pseudomonas_aeruginosa,Unicycler,0.6666666666666666,252940
67,Pseudomonas_aeruginosa,Unicycler,0.7777777777777777,187191
68,Pseudomonas_aeruginosa,Unicycler,0.8888888888888888,106686
69,Pseudomonas_aeruginosa,Unicycler,1.0,0
70,Salmonella_enterica,Unicycler,0.0,391323
71,Salmonella_enterica,Unicycler,0.1111111111111111,366173
72,Salmonella_enterica,Unicycler,0.2222222222222222,353869
73,Salmonella_enterica,Unicycler,0.3333333333333333,228059
74,Salmonella_enterica,Unicycler,0.4444444444444444,196017
75,Salmonella_enterica,Unicycler,0.5555555555555556,157802
76,Salmonella_enterica,Unicycler,0.6666666666666666,142530
77,Salmonella_enterica,Unicycler,0.7777777777777777,104072
78,Salmonella_enterica,Unicycler,0.8888888888888888,77241
79,Salmonella_enterica,Unicycler,1.0,0
80,Staphylococcus_aureus,Unicycler,0.0,461443
81,Staphylococcus_aureus,Unicycler,0.1111111111111111,461443
82,Staphylococcus_aureus,Unicycler,0.2222222222222222,378717
83,Staphylococcus_aureus,Unicycler,0.3333333333333333,335068
84,Staphylococcus_aureus,Unicycler,0.4444444444444444,324382
85,Staphylococcus_aureus,Unicycler,0.5555555555555556,237237
86,Staphylococcus_aureus,Unicycler,0.6666666666666666,212932
87,Staphylococcus_aureus,Unicycler,0.7777777777777777,174672
88,Staphylococcus_aureus,Unicycler,0.8888888888888888,107576
